"SERVICE REQUEST TYPE","SERVICE REQUEST NUMBER","DATE SERVICE REQUEST WAS RECEIVED","LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).","IS THE BUILDING DANGEROUS OR HAZARDOUS?","IS BUILDING OPEN OR BOARDED?","IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?","IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?","IS THE BUILDING VACANT DUE TO FIRE?","ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)","ADDRESS STREET NUMBER","ADDRESS STREET DIRECTION","ADDRESS STREET NAME","ADDRESS STREET SUFFIX","ZIP CODE","X COORDINATE","Y COORDINATE","Ward","Police District","Community Area","LATITUDE","LONGITUDE","Location"
"Vacant/Abandoned Building","14-00167335","02/04/2014","Rear",,"Open","BACK","Vacant","false","false","7602","S","CHAPPEL","AVE","60649","1191190.57121389","1854967.19067851","8","4","43","41.75703637999","-87.57487914524","(41.757036379994, -87.574879145236)"
"Vacant/Abandoned Building","14-00162308","02/04/2014","Front",,"Open","OPEN IN THE REAR","Vacant","false","false","5704","S","THROOP","ST","60636","1168631.92372938","1866943.83326844","16","7","67","41.79041780538","-87.6572074799","(41.790417805377, -87.657207479901)"
"Vacant/Abandoned Building","14-00162546","02/04/2014","Front",,"Open","FRONT, WINDOWS","Vacant","false","false","6528","S","HERMITAGE","AVE","60636","1165791.42858572","1861401.71907119","15","7","67","41.77527036899","-87.66778014567","(41.775270368992, -87.667780145666)"
"Vacant/Abandoned Building","14-00159416","02/03/2014","Front",,"Open",,"Vacant","false","true","2234","W","FOSTER","AVE","60625","1160506.98491344","1934492.7428261","40","20","4","41.97594949451","-87.68512880589","(41.97594949451, -87.685128805886)"
"Vacant/Abandoned Building","14-00158570","02/03/2014","Front",,"Open","FRONT","Vacant","true","false","5934","S","WOLCOTT","AVE","60636","1164704.28552912","1865315.10772031","15","7","67","41.78603223552","-87.67165509795","(41.78603223552, -87.671655097953)"
"Vacant/Abandoned Building","14-00158008","02/03/2014",,,,,,,,"7248","S","UNIVERSITY","AVE","60619","1185135.78006788","1857183.59076577","5","3","69","41.76326273515","-87.59699913183","(41.763262735146, -87.596999131829)"
"Vacant/Abandoned Building","14-00158563","02/03/2014","Front",,"Open","FRONT","Vacant","true","false","1224","S","INDEPENDENCE","BLVD","60623","1151444.52708526","1894291.7189275","24","10","29","41.86581767559","-87.71951327164","(41.865817675589, -87.719513271636)"
"Vacant/Abandoned Building","14-00161831","02/03/2014","Front",,"Open","FRONT","Vacant","false","false","7420","S","CALUMET","AVE","60619","1179761.59867444","1855889.40138548","6","3","69","41.7598358922","-87.61673586555","(41.759835892204, -87.616735865552)"
"Vacant/Abandoned Building","14-00159408","02/03/2014","Front",,"Open",,"Vacant","false","true","117","N","LONG","AVE","60644","1140318.18140074","1900401.33568423","28","15","25","41.88279430915","-87.76020953981","(41.88279430915, -87.760209539807)"
"Vacant/Abandoned Building","14-00160089","02/03/2014","Front",,"Open",,"Vacant","false","false","31","E","120TH","PL","60628","1178601.99318402","1825073.15011849","9","5","53","41.67529847582","-87.62191902598","(41.675298475816, -87.621919025979)"
"Vacant/Abandoned Building","14-00159403","02/03/2014","Front",,"Open",,"Vacant","false","true","128","S","WHIPPLE","ST","60612","1156031.25602135","1899129.38089766","28","11","27","41.87900148856","-87.70254450868","(41.879001488559, -87.702544508679)"
"Vacant/Abandoned Building","14-00158401","02/03/2014","Front",,"Open","WINDOWS, SIDE DOOR AND GARAGE	","Vacant","false","false","7317","S","SEELEY","AVE","60636","1163959.46602159","1856125.07477768","17","7","67","41.76082923942","-87.67464405291","(41.760829239424, -87.674644052912)"
"Vacant/Abandoned Building","14-00155149","02/02/2014","Front",,"Open","FRONT AND BACK DOORS","Vacant","true","false","4000","W","THOMAS","ST","60651","1149519.44420608","1907043.15592086","27","11","23","41.90084657554","-87.72624928021","(41.900846575544, -87.726249280209)"
"Vacant/Abandoned Building","14-00151411","02/01/2014","Front",,"Open","FRONT & REAR","Vacant","false","false","9607","S","CARPENTER","ST","60643","1171015.07987274","1840986.64177682","21","22","73","41.71913614274","-87.64922590556","(41.719136142745, -87.649225905565)"
"Vacant/Abandoned Building","14-00152744","02/01/2014","Front",,"Open","??","Vacant","false","false","1700","W","48TH","ST","60609","1165819.07327955","1872876.82762638","20","9","61","41.80675888966","-87.66735293734","(41.806758889663, -87.667352937341)"
"Vacant/Abandoned Building","14-00151923","02/01/2014","Front",,"Open","DOORS AND WINDOWS","Vacant","false","false","533","N","SPRINGFIELD","AVE","60624","1150294.13600197","1903277.37849295","27","11","23","41.8904978173","-87.72350207645","(41.890497817301, -87.723502076451)"
"Vacant/Abandoned Building","14-00150138","01/31/2014","Front",,"Open","FRONT DOOR","Vacant","false","false","7939","S","SAGINAW","AVE","60617","1195226.35990563","1852838.3647019","7","4","46","41.75109613106","-87.56015904682","(41.751096131062, -87.560159046824)"
"Vacant/Abandoned Building","14-00145357","01/31/2014","Front",,"Open",,"Vacant","false","false","43","E","99TH","PL","60628","1178269.41071962","1838958.22998757","9","5","49","41.713408656","-87.62271705033","(41.713408656002, -87.622717050332)"
"Vacant/Abandoned Building","14-00148501","01/31/2014","Front",,"Open",,"Vacant",,"true","1413","E","71ST","PL","60619","1186862.22400661","1857871.73127824","5","3","43","41.76511032632","-87.59064969363","(41.765110326324, -87.590649693632)"
"Vacant/Abandoned Building","14-00145982","01/31/2014","Front",,"Open","ALL ENTRIES OPEN","Vacant","false","false","5938","S","WOLCOTT","AVE","60636","1164704.98552912","1865288.30772031","15","7","67","41.78595867812","-87.6716532876","(41.785958678119, -87.671653287598)"
"Vacant/Abandoned Building","14-00148432","01/31/2014",,,,,,,,"303","E","136TH","ST","60827","1180639.74997922","1815114.3167222","9","5","54","41.64792349085","-87.61476439095","(41.647923490853, -87.614764390947)"
"Vacant/Abandoned Building","14-00146813","01/31/2014","Front",,"Open",,"Vacant","false","false","7305","S","MORGAN","ST","60621","1170908.39601784","1856386.01351449","17","7","68","41.76139645327","-87.6491682443","(41.761396453273, -87.649168244298)"
"Vacant/Abandoned Building","14-00146646","01/31/2014","Front",,"Open",,"Vacant","false","true","131","E","119TH","ST","60628","1179208.73049496","1826088.63777459","9","5","53","41.67807135831","-87.61966747915","(41.678071358307, -87.619667479153)"
"Vacant/Abandoned Building","14-00147528","01/31/2014","Front",,"Open","REAR","Vacant","false","false","7008","S","WINCHESTER","AVE","60636","1164566.02231894","1858192.79287766","17","7","67","41.76649057805","-87.67236275141","(41.766490578046, -87.67236275141)"
"Vacant/Abandoned Building","14-00146977","01/31/2014",,,,,,,,"1924","S","LAWNDALE","AVE","60623","1152011.25760904","1890109.45889882","24","10","29","41.85432992792","-87.71754287293","(41.854329927923, -87.717542872925)"
"Vacant/Abandoned Building","14-00150597","01/31/2014","Front",,"Open","MISSING DOOR, AND ACROSS FROM A HIGH SCHOOL","Vacant","false","false","6603","S","WOOD","ST","60636","1165477.7459183","1860898.63250064","15","7","67","41.77389648924","-87.66894431805","(41.77389648924, -87.668944318047)"
"Vacant/Abandoned Building","14-00145764","01/31/2014","Front",,"Open","FRONT DOOR","Vacant","false","false","1246","W","72ND","ST","60636","1169155.88518946","1857034.78428346","17","7","67","41.76321483381","-87.65557260915","(41.763214833812, -87.655572609151)"
"Vacant/Abandoned Building","14-00146722","01/31/2014","Front",,"Open","1ST FL FRONT","Vacant","false","false","6952","S","ABERDEEN","ST","60621","1170182.91107688","1858704.93226925","17","7","68","41.76777566309","-87.65175986187","(41.767775663094, -87.651759861866)"
"Vacant/Abandoned Building","14-00149829","01/31/2014","Rear",,"Open","BACK DOOR AND WINDOW ARE OPEN","Vacant","false","false","1417","E","71ST","PL","60619","1186889.12400661","1857872.23127824","5","3","43","41.76511106097","-87.59055108271","(41.765111060971, -87.590551082709)"
"Vacant/Abandoned Building","14-00145937","01/31/2014","Front",,"Open","1ST FLOOR REAR","Vacant","false","false","6916","S","THROOP","ST","60636","1168852.46680825","1858908.63358493","17","7","67","41.76836347276","-87.6566306622","(41.768363472757, -87.656630662204)"
"Vacant/Abandoned Building","14-00141687","01/30/2014","Front",,"Open",,"Vacant","false","true","4050","W","21ST","ST","60623","1150035.00000357","1889791.65001438","24","10","29","41.85349648367","-87.7248048643","(41.853496483667, -87.724804864298)"
"Vacant/Abandoned Building","14-00142393","01/30/2014","Front",,"Open","ALL OVER","Vacant","false","true","3129","W","WARREN","BLVD","60612","1155516.18472448","1900184.42720982","28","12","27","41.88190701368","-87.70440737541","(41.881907013681, -87.704407375408)"
"Vacant/Abandoned Building","14-00144402","01/30/2014","Front",,"Open",,"Vacant","false","true","7216","S","CARPENTER","ST","60621","1170561.63157355","1856966.37000032","17","7","68","41.76299658635","-87.65042227763","(41.762996586345, -87.650422277635)"
"Vacant/Abandoned Building","14-00142237","01/30/2014","Front",,"Open","FRONT","Vacant","false","false","1240","W","72ND","ST","60636","1169209.38518946","1857036.28428346","17","7","67","41.76321779308","-87.65537647821","(41.763217793083, -87.655376478213)"
"Vacant/Abandoned Building","14-00139572","01/30/2014","Front",,"Open","UNDER PORCH BASEMENT AREA","Vacant","false","false","7200","S","HERMITAGE","AVE","60636","1165927.01216638","1856949.73460375","17","7","67","41.76305064991","-87.66740947315","(41.763050649906, -87.667409473146)"
"Vacant/Abandoned Building","14-00144704","01/30/2014","Front",,"Open","FRONT DOOR","Vacant","false","true","1253","N","LAMON","AVE","60651","1143469.79809025","1907975.83477207","37","25","25","41.90352127649","-87.74844694213","(41.903521276491, -87.748446942131)"
"Vacant/Abandoned Building","14-00144397","01/30/2014","Front",,"Open",,"Vacant","false","true","7232","S","CARPENTER","ST","60621","1170564.53157355","1856859.27000032","17","7","68","41.7627026272","-87.65041476506","(41.762702627196, -87.650414765062)"
"Vacant/Abandoned Building","14-00137375","01/29/2014","Front",,"Open","FRONT DOOR","Vacant","false","false","422","N","AVERS","AVE","60624","1150647.94001774","1902582.44000427","27","11","23","41.88858392576","-87.72222090586","(41.888583925763, -87.722220905863)"
"Vacant/Abandoned Building","14-00136129","01/29/2014","Front",,"Open","FRONT & REAR","Vacant","false","true","4236","W","GRENSHAW","ST","60624","1148319.80163274","1894699.96116674","24","11","29","41.86699867816","-87.73097392016","(41.866998678157, -87.730973920165)"
"Vacant/Abandoned Building","14-00133779","01/29/2014","Front",,"Open",,"Vacant","false","false","7238","S","GREEN","ST","60621","1171889.19712292","1856856.19917117","17","7","68","41.76266523882","-87.64555975278","(41.76266523882, -87.645559752783)"
"Vacant/Abandoned Building","14-00136799","01/29/2014","Front",,"Open","1ST FL REAR","Vacant","false","false","7153","S","HERMITAGE","AVE","60636","1165918.11216638","1857257.33460375","17","7","67","41.76389493521","-87.66743336562","(41.763894935214, -87.667433365618)"
"Vacant/Abandoned Building","14-00137146","01/29/2014","Front",,"Open","??","Vacant","false","true","8508","S","PHILLIPS","AVE","60617","1193979.12940895","1849037.2837193","7","4","46","41.7406963154","-87.56485382689","(41.740696315399, -87.564853826893)"
"Vacant/Abandoned Building","14-00138518","01/29/2014","Front",,"Boarded",,"Occupied","false","true","5622","S","ADA","ST","60636","1168286.39012252","1867477.69949434","16","7","67","41.79189024706","-87.65845909517","(41.79189024706, -87.658459095175)"
"Vacant/Abandoned Building","14-00135032","01/29/2014","Front",,"Open","FRONT THIS LOCATION IS A EMPTY LOT","Vacant","false","false","1132","N","MOZART","ST","60622","1157180.49470993","1907403.72809993","26","12","24","41.90168380267","-87.69809977834","(41.901683802671, -87.698099778339)"
"Vacant/Abandoned Building","14-00134668","01/29/2014","Front",,"Open","NOT BOARDED UP","Vacant","false","true","7147","S","MAPLEWOOD","AVE","60629","1160610.4195708","1857172.09946719","18","8","66","41.76377214479","-87.6868897178","(41.763772144794, -87.686889717799)"
"Vacant/Abandoned Building","14-00136082","01/29/2014","Front",,"Open","DOOS AND WINDOWS","Vacant","false","false","1534","W","MARQUETTE","RD","60636","1167148.81433113","1860297.27591112","17","7","67","41.77221070026","-87.66283569562","(41.772210700263, -87.662835695616)"
"Vacant/Abandoned Building","14-00134858","01/29/2014","Front",,"Open","FRONT AND BACK","Vacant","false","true","6801","S","BISHOP","ST","60636","1167838.2248725","1859645.04357273","17","7","67","41.77040611426","-87.66032722897","(41.770406114262, -87.660327228966)"
"Vacant/Abandoned Building","14-00134220","01/29/2014","Front",,"Boarded","N","Vacant","false","false","11336","S","YALE","AVE","60628","1176631.52987225","1829816.5932704","34","5","49","41.6883596276","-87.62898932882","(41.688359627602, -87.628989328824)"
"Vacant/Abandoned Building","14-00137529","01/29/2014","Front",,"Open","FRONT AND REAR DOOR, WINDOWS OPEN 2 ON THE SIDE,","Vacant","false","true","10429","S","CORLISS","AVE","60628","1183424.67259652","1835846.32011527","9","5","50","41.70475088015","-87.60393336016","(41.704750880145, -87.603933360163)"
"Vacant/Abandoned Building","14-00136057","01/29/2014","Front",,"Open","REAR DOOR","Vacant","false","false","6640","S","JUSTINE","ST","60636","1167149.08601654","1860692.115302","17","7","67","41.77329418467","-87.66282341549","(41.773294184673, -87.662823415494)"
"Vacant/Abandoned Building","14-00139293","01/29/2014","Front",,"Open","FRONT AND REAR","Vacant","false","true","7503","S","SANGAMON","ST","60620","1171276.33009739","1855015.02762653","17","6","71","41.75762625598","-87.64785977547","(41.757626255984, -87.647859775474)"
"Vacant/Abandoned Building","14-00139213","01/29/2014","Front",,"Open","FRONT DOOR","Vacant","false","false","9947","S","THROOP","ST","60643","1169275.57760072","1838658.18318949","21","22","73","41.71278425211","-87.65566427545","(41.712784252112, -87.655664275449)"
"Vacant/Abandoned Building","14-00136724","01/29/2014","Front",,"Open","REAR","Vacant","false","false","5530","S","BISHOP","ST","60636","1167609.82011099","1867975.63600289","16","7","67","41.79327119135","-87.66092567861","(41.793271191346, -87.660925678612)"
"Vacant/Abandoned Building","14-00129089","01/28/2014",,,,,,,,"5647","S","RICHMOND","ST","60629","1157674.3707137","1867051.26817204","14","8","63","41.79094206933","-87.697383293","(41.790942069326, -87.697383293002)"
"Vacant/Abandoned Building","14-00130472","01/28/2014","Front",,"Open","IN THE REAR","Vacant","false","false","7556","S","WENTWORTH","AVE","60620","1176258.47731697","1854871.64348875","17","6","69","41.75712240638","-87.62960522704","(41.757122406377, -87.629605227036)"
"Vacant/Abandoned Building","14-00130400","01/28/2014","Front",,"Open","FRONT AND BACK","Vacant","false","true","7343","S","CARPENTER","ST","60621","1170584.20192744","1856122.43898059","17","7","68","41.76068024057","-87.65036411168","(41.760680240573, -87.650364111683)"
"Vacant/Abandoned Building","14-00130552","01/28/2014","Front",,"Open",,"Vacant","false","true","7844","S","HERMITAGE","AVE","60620","1166043.2246276","1852675.81653062","17","6","71","41.75131995581","-87.66710484376","(41.751319955806, -87.667104843759)"
"Vacant/Abandoned Building","14-00129267","01/28/2014",,,,,,,,"6752","S","LANGLEY","AVE","60637","1182055.13819737","1860393.9535014","6","3","42","41.77214409979","-87.60819095125","(41.772144099792, -87.608190951255)"
"Vacant/Abandoned Building","14-00129135","01/28/2014",,,,,,,,"7859","S","MARQUETTE","AVE","60649","1195685.31001582","1853378.83822098","7","4","43","41.75256790161","-87.55845942313","(41.752567901612, -87.558459423131)"
"Vacant/Abandoned Building","14-00127967","01/28/2014","Front",,"Open",,"Vacant","false","false","608","W","54TH","PL","60609","1173144.57818862","1868758.7419938","3","9","61","41.7952995303","-87.64060716981","(41.795299530296, -87.640607169807)"
"Vacant/Abandoned Building","14-00130482","01/28/2014","Front",,"Open","FRONT","Vacant","false","true","6843","S","ELIZABETH","ST","60636","1169169.69060759","1859400.27746978","17","7","67","41.76970575108","-87.65545368066","(41.769705751081, -87.655453680659)"
"Vacant/Abandoned Building","14-00129090","01/28/2014",,,,,,,,"6500","S","HOYNE","AVE","60636","1163480.81871122","1861531.250105","15","7","67","41.77567457819","-87.67624695684","(41.775674578189, -87.676246956838)"
"Vacant/Abandoned Building","14-00131095","01/28/2014","Front",,"Open",,"Vacant","false","false","7223","S","DAMEN","AVE","60636","1164274.13532247","1856757.68050763","17","7","67","41.76255858056","-87.67347298362","(41.762558580561, -87.673472983616)"
"Vacant/Abandoned Building","14-00131100","01/28/2014","Front",,"Open",,"Vacant","false","false","7351","S","SANGAMON","ST","60621","1171247.36893219","1856087.1022665","17","7","68","41.76056879824","-87.64793461031","(41.760568798244, -87.647934610312)"
